datetime;date;year;month;day;hour;weekday;price
2021-01-01 00:00:00;2021/01/01;2021;1;1;0;4;3.094
2021-01-01 01:00:00;2021/01/01;2021;1;1;1;4;3.019
2021-01-01 02:00:00;2021/01/01;2021;1;1;2;4;2.974
2021-01-01 03:00:00;2021/01/01;2021;1;1;3;4;2.941
2021-01-01 04:00:00;2021/01/01;2021;1;1;4;4;2.943
2021-01-01 05:00:00;2021/01/01;2021;1;1;5;4;2.983
2021-01-01 06:00:00;2021/01/01;2021;1;1;6;4;3.031
2021-01-01 07:00:00;2021/01/01;2021;1;1;7;4;3.091
2021-01-01 08:00:00;2021/01/01;2021;1;1;8;4;3.088
2021-01-01 09:00:00;2021/01/01;2021;1;1;9;4;3.109
2021-01-01 10:00:00;2021/01/01;2021;1;1;10;4;3.178
2021-01-01 11:00:00;2021/01/01;2021;1;1;11;4;3.214
2021-01-01 12:00:00;2021/01/01;2021;1;1;12;4;3.24
2021-01-01 13:00:00;2021/01/01;2021;1;1;13;4;3.295
2021-01-01 14:00:00;2021/01/01;2021;1;1;14;4;3.385
2021-01-01 15:00:00;2021/01/01;2021;1;1;15;4;3.548
2021-01-01 16:00:00;2021/01/01;2021;1;1;16;4;3.751
2021-01-01 17:00:00;2021/01/01;2021;1;1;17;4;3.744
2021-01-01 18:00:00;2021/01/01;2021;1;1;18;4;3.574
2021-01-01 19:00:00;2021/01/01;2021;1;1;19;4;3.503
2021-01-01 20:00:00;2021/01/01;2021;1;1;20;4;3.388
2021-01-01 21:00:00;2021/01/01;2021;1;1;21;4;3.503
2021-01-01 22:00:00;2021/01/01;2021;1;1;22;4;3.349
2021-01-01 23:00:00;2021/01/01;2021;1;1;23;4;3.179
2021-01-02 00:00:00;2021/01/02;2021;1;2;0;5;3.173
2021-01-02 01:00:00;2021/01/02;2021;1;2;1;5;3.089
2021-01-02 02:00:00;2021/01/02;2021;1;2;2;5;3.068
2021-01-02 03:00:00;2021/01/02;2021;1;2;3;5;3.058
2021-01-02 04:00:00;2021/01/02;2021;1;2;4;5;3.065
2021-01-02 05:00:00;2021/01/02;2021;1;2;5;5;3.09
2021-01-02 06:00:00;2021/01/02;2021;1;2;6;5;3.177
2021-01-02 07:00:00;2021/01/02;2021;1;2;7;5;3.248
2021-01-02 08:00:00;2021/01/02;2021;1;2;8;5;3.474
2021-01-02 09:00:00;2021/01/02;2021;1;2;9;5;3.429
2021-01-02 10:00:00;2021/01/02;2021;1;2;10;5;3.575
2021-01-02 11:00:00;2021/01/02;2021;1;2;11;5;3.69
2021-01-02 12:00:00;2021/01/02;2021;1;2;12;5;3.549
2021-01-02 13:00:00;2021/01/02;2021;1;2;13;5;3.561
2021-01-02 14:00:00;2021/01/02;2021;1;2;14;5;4.555
2021-01-02 15:00:00;2021/01/02;2021;1;2;15;5;5.71
2021-01-02 16:00:00;2021/01/02;2021;1;2;16;5;7.301
2021-01-02 17:00:00;2021/01/02;2021;1;2;17;5;7.503
2021-01-02 18:00:00;2021/01/02;2021;1;2;18;5;7.42
2021-01-02 19:00:00;2021/01/02;2021;1;2;19;5;4.979
2021-01-02 20:00:00;2021/01/02;2021;1;2;20;5;3.395
2021-01-02 21:00:00;2021/01/02;2021;1;2;21;5;3.863
2021-01-02 22:00:00;2021/01/02;2021;1;2;22;5;3.461
2021-01-02 23:00:00;2021/01/02;2021;1;2;23;5;3.217
2021-01-03 00:00:00;2021/01/03;2021;1;3;0;6;3.133
2021-01-03 01:00:00;2021/01/03;2021;1;3;1;6;3.049
2021-01-03 02:00:00;2021/01/03;2021;1;3;2;6;2.959
2021-01-03 03:00:00;2021/01/03;2021;1;3;3;6;2.923
2021-01-03 04:00:00;2021/01/03;2021;1;3;4;6;2.913
2021-01-03 05:00:00;2021/01/03;2021;1;3;5;6;2.957
2021-01-03 06:00:00;2021/01/03;2021;1;3;6;6;2.982
2021-01-03 07:00:00;2021/01/03;2021;1;3;7;6;3.075
2021-01-03 08:00:00;2021/01/03;2021;1;3;8;6;3.096
2021-01-03 09:00:00;2021/01/03;2021;1;3;9;6;3.181
2021-01-03 10:00:00;2021/01/03;2021;1;3;10;6;3.224
2021-01-03 11:00:00;2021/01/03;2021;1;3;11;6;3.233
2021-01-03 12:00:00;2021/01/03;2021;1;3;12;6;3.208
2021-01-03 13:00:00;2021/01/03;2021;1;3;13;6;3.203
2021-01-03 14:00:00;2021/01/03;2021;1;3;14;6;3.226
2021-01-03 15:00:00;2021/01/03;2021;1;3;15;6;3.286
2021-01-03 16:00:00;2021/01/03;2021;1;3;16;6;3.478
2021-01-03 17:00:00;2021/01/03;2021;1;3;17;6;3.538
2021-01-03 18:00:00;2021/01/03;2021;1;3;18;6;3.493
2021-01-03 19:00:00;2021/01/03;2021;1;3;19;6;3.462
2021-01-03 20:00:00;2021/01/03;2021;1;3;20;6;3.417
2021-01-03 21:00:00;2021/01/03;2021;1;3;21;6;3.487
2021-01-03 22:00:00;2021/01/03;2021;1;3;22;6;3.246
2021-01-03 23:00:00;2021/01/03;2021;1;3;23;6;3.09
2021-01-04 00:00:00;2021/01/04;2021;1;4;0;0;3.058
2021-01-04 01:00:00;2021/01/04;2021;1;4;1;0;2.982
2021-01-04 02:00:00;2021/01/04;2021;1;4;2;0;2.961
2021-01-04 03:00:00;2021/01/04;2021;1;4;3;0;2.98
2021-01-04 04:00:00;2021/01/04;2021;1;4;4;0;3.048
2021-01-04 05:00:00;2021/01/04;2021;1;4;5;0;3.204
2021-01-04 06:00:00;2021/01/04;2021;1;4;6;0;3.498
2021-01-04 07:00:00;2021/01/04;2021;1;4;7;0;6.17
2021-01-04 08:00:00;2021/01/04;2021;1;4;8;0;6.748
2021-01-04 09:00:00;2021/01/04;2021;1;4;9;0;6.289
2021-01-04 10:00:00;2021/01/04;2021;1;4;10;0;6.87
2021-01-04 11:00:00;2021/01/04;2021;1;4;11;0;7.01
2021-01-04 12:00:00;2021/01/04;2021;1;4;12;0;6.457
2021-01-04 13:00:00;2021/01/04;2021;1;4;13;0;7.01
2021-01-04 14:00:00;2021/01/04;2021;1;4;14;0;7.191
2021-01-04 15:00:00;2021/01/04;2021;1;4;15;0;7.196
2021-01-04 16:00:00;2021/01/04;2021;1;4;16;0;7.502
2021-01-04 17:00:00;2021/01/04;2021;1;4;17;0;8.087
2021-01-04 18:00:00;2021/01/04;2021;1;4;18;0;7.446
2021-01-04 19:00:00;2021/01/04;2021;1;4;19;0;6.663
2021-01-04 20:00:00;2021/01/04;2021;1;4;20;0;4.672
2021-01-04 21:00:00;2021/01/04;2021;1;4;21;0;4.773
2021-01-04 22:00:00;2021/01/04;2021;1;4;22;0;3.838
2021-01-04 23:00:00;2021/01/04;2021;1;4;23;0;3.391
2021-01-05 00:00:00;2021/01/05;2021;1;5;0;1;3.448
2021-01-05 01:00:00;2021/01/05;2021;1;5;1;1;3.404
2021-01-05 02:00:00;2021/01/05;2021;1;5;2;1;3.358
2021-01-05 03:00:00;2021/01/05;2021;1;5;3;1;3.365
2021-01-05 04:00:00;2021/01/05;2021;1;5;4;1;3.446
2021-01-05 05:00:00;2021/01/05;2021;1;5;5;1;3.696
2021-01-05 06:00:00;2021/01/05;2021;1;5;6;1;4.437
2021-01-05 07:00:00;2021/01/05;2021;1;5;7;1;6.651
2021-01-05 08:00:00;2021/01/05;2021;1;5;8;1;7.44
2021-01-05 09:00:00;2021/01/05;2021;1;5;9;1;7.455
2021-01-05 10:00:00;2021/01/05;2021;1;5;10;1;7.586
2021-01-05 11:00:00;2021/01/05;2021;1;5;11;1;7.745
2021-01-05 12:00:00;2021/01/05;2021;1;5;12;1;7.624
2021-01-05 13:00:00;2021/01/05;2021;1;5;13;1;7.724
2021-01-05 14:00:00;2021/01/05;2021;1;5;14;1;7.693
2021-01-05 15:00:00;2021/01/05;2021;1;5;15;1;7.751
2021-01-05 16:00:00;2021/01/05;2021;1;5;16;1;7.968
2021-01-05 17:00:00;2021/01/05;2021;1;5;17;1;8.134
2021-01-05 18:00:00;2021/01/05;2021;1;5;18;1;7.456
2021-01-05 19:00:00;2021/01/05;2021;1;5;19;1;6.778
2021-01-05 20:00:00;2021/01/05;2021;1;5;20;1;5.057
2021-01-05 21:00:00;2021/01/05;2021;1;5;21;1;4.91
2021-01-05 22:00:00;2021/01/05;2021;1;5;22;1;3.975
2021-01-05 23:00:00;2021/01/05;2021;1;5;23;1;3.622
2021-01-06 00:00:00;2021/01/06;2021;1;6;0;2;3.699
2021-01-06 01:00:00;2021/01/06;2021;1;6;1;2;3.561
2021-01-06 02:00:00;2021/01/06;2021;1;6;2;2;3.486
2021-01-06 03:00:00;2021/01/06;2021;1;6;3;2;3.47
2021-01-06 04:00:00;2021/01/06;2021;1;6;4;2;3.492
2021-01-06 05:00:00;2021/01/06;2021;1;6;5;2;3.596
2021-01-06 06:00:00;2021/01/06;2021;1;6;6;2;3.809
2021-01-06 07:00:00;2021/01/06;2021;1;6;7;2;4.407
2021-01-06 08:00:00;2021/01/06;2021;1;6;8;2;4.858
2021-01-06 09:00:00;2021/01/06;2021;1;6;9;2;5.193
2021-01-06 10:00:00;2021/01/06;2021;1;6;10;2;5.713
2021-01-06 11:00:00;2021/01/06;2021;1;6;11;2;5.613
2021-01-06 12:00:00;2021/01/06;2021;1;6;12;2;5.73
2021-01-06 13:00:00;2021/01/06;2021;1;6;13;2;5.871
2021-01-06 14:00:00;2021/01/06;2021;1;6;14;2;6.362
2021-01-06 15:00:00;2021/01/06;2021;1;6;15;2;6.808
2021-01-06 16:00:00;2021/01/06;2021;1;6;16;2;7.242
2021-01-06 17:00:00;2021/01/06;2021;1;6;17;2;7.431
2021-01-06 18:00:00;2021/01/06;2021;1;6;18;2;6.903
2021-01-06 19:00:00;2021/01/06;2021;1;6;19;2;6.231
2021-01-06 20:00:00;2021/01/06;2021;1;6;20;2;4.94
2021-01-06 21:00:00;2021/01/06;2021;1;6;21;2;4.951
2021-01-06 22:00:00;2021/01/06;2021;1;6;22;2;4.799
2021-01-06 23:00:00;2021/01/06;2021;1;6;23;2;4.03
2021-01-07 00:00:00;2021/01/07;2021;1;7;0;3;5.342
2021-01-07 01:00:00;2021/01/07;2021;1;7;1;3;5.072
2021-01-07 02:00:00;2021/01/07;2021;1;7;2;3;4.86
2021-01-07 03:00:00;2021/01/07;2021;1;7;3;3;4.933
2021-01-07 04:00:00;2021/01/07;2021;1;7;4;3;5.119
2021-01-07 05:00:00;2021/01/07;2021;1;7;5;3;5.647
2021-01-07 06:00:00;2021/01/07;2021;1;7;6;3;6.94
2021-01-07 07:00:00;2021/01/07;2021;1;7;7;3;8.407
2021-01-07 08:00:00;2021/01/07;2021;1;7;8;3;10.469
2021-01-07 09:00:00;2021/01/07;2021;1;7;9;3;10.399
2021-01-07 10:00:00;2021/01/07;2021;1;7;10;3;10.223
2021-01-07 11:00:00;2021/01/07;2021;1;7;11;3;10.663
2021-01-07 12:00:00;2021/01/07;2021;1;7;12;3;10.504
2021-01-07 13:00:00;2021/01/07;2021;1;7;13;3;10.204
2021-01-07 14:00:00;2021/01/07;2021;1;7;14;3;9.749
2021-01-07 15:00:00;2021/01/07;2021;1;7;15;3;10.115
2021-01-07 16:00:00;2021/01/07;2021;1;7;16;3;11.12
2021-01-07 17:00:00;2021/01/07;2021;1;7;17;3;12.389
2021-01-07 18:00:00;2021/01/07;2021;1;7;18;3;10.493
2021-01-07 19:00:00;2021/01/07;2021;1;7;19;3;9.646
2021-01-07 20:00:00;2021/01/07;2021;1;7;20;3;8.085
2021-01-07 21:00:00;2021/01/07;2021;1;7;21;3;7.357
2021-01-07 22:00:00;2021/01/07;2021;1;7;22;3;7.224
2021-01-07 23:00:00;2021/01/07;2021;1;7;23;3;6.323
2021-01-08 00:00:00;2021/01/08;2021;1;8;0;4;6.114
2021-01-08 01:00:00;2021/01/08;2021;1;8;1;4;5.875
2021-01-08 02:00:00;2021/01/08;2021;1;8;2;4;5.677
2021-01-08 03:00:00;2021/01/08;2021;1;8;3;4;5.519
2021-01-08 04:00:00;2021/01/08;2021;1;8;4;4;5.666
2021-01-08 05:00:00;2021/01/08;2021;1;8;5;4;6.241
2021-01-08 06:00:00;2021/01/08;2021;1;8;6;4;7.404
2021-01-08 07:00:00;2021/01/08;2021;1;8;7;4;9.865
2021-01-08 08:00:00;2021/01/08;2021;1;8;8;4;12.839
2021-01-08 09:00:00;2021/01/08;2021;1;8;9;4;13.367
2021-01-08 10:00:00;2021/01/08;2021;1;8;10;4;13.308
2021-01-08 11:00:00;2021/01/08;2021;1;8;11;4;12.928
2021-01-08 12:00:00;2021/01/08;2021;1;8;12;4;12.389
2021-01-08 13:00:00;2021/01/08;2021;1;8;13;4;11.813
2021-01-08 14:00:00;2021/01/08;2021;1;8;14;4;11.497
2021-01-08 15:00:00;2021/01/08;2021;1;8;15;4;11.832
2021-01-08 16:00:00;2021/01/08;2021;1;8;16;4;11.78
2021-01-08 17:00:00;2021/01/08;2021;1;8;17;4;13.64
2021-01-08 18:00:00;2021/01/08;2021;1;8;18;4;12.394
2021-01-08 19:00:00;2021/01/08;2021;1;8;19;4;9.935
2021-01-08 20:00:00;2021/01/08;2021;1;8;20;4;7.624
2021-01-08 21:00:00;2021/01/08;2021;1;8;21;4;7.369
2021-01-08 22:00:00;2021/01/08;2021;1;8;22;4;6.971
2021-01-08 23:00:00;2021/01/08;2021;1;8;23;4;6.26
2021-01-09 00:00:00;2021/01/09;2021;1;9;0;5;5.9
2021-01-09 01:00:00;2021/01/09;2021;1;9;1;5;5.833
2021-01-09 02:00:00;2021/01/09;2021;1;9;2;5;5.764
2021-01-09 03:00:00;2021/01/09;2021;1;9;3;5;5.911
2021-01-09 04:00:00;2021/01/09;2021;1;9;4;5;5.957
2021-01-09 05:00:00;2021/01/09;2021;1;9;5;5;5.923
2021-01-09 06:00:00;2021/01/09;2021;1;9;6;5;5.984
2021-01-09 07:00:00;2021/01/09;2021;1;9;7;5;6.468
2021-01-09 08:00:00;2021/01/09;2021;1;9;8;5;7.206
2021-01-09 09:00:00;2021/01/09;2021;1;9;9;5;8.02
2021-01-09 10:00:00;2021/01/09;2021;1;9;10;5;8.136
2021-01-09 11:00:00;2021/01/09;2021;1;9;11;5;8.17
2021-01-09 12:00:00;2021/01/09;2021;1;9;12;5;8.056
2021-01-09 13:00:00;2021/01/09;2021;1;9;13;5;7.508
2021-01-09 14:00:00;2021/01/09;2021;1;9;14;5;7.209
2021-01-09 15:00:00;2021/01/09;2021;1;9;15;5;7.44
2021-01-09 16:00:00;2021/01/09;2021;1;9;16;5;7.785
2021-01-09 17:00:00;2021/01/09;2021;1;9;17;5;8.67
2021-01-09 18:00:00;2021/01/09;2021;1;9;18;5;8.642
2021-01-09 19:00:00;2021/01/09;2021;1;9;19;5;8.155
2021-01-09 20:00:00;2021/01/09;2021;1;9;20;5;6.191
2021-01-09 21:00:00;2021/01/09;2021;1;9;21;5;5.946
2021-01-09 22:00:00;2021/01/09;2021;1;9;22;5;5.39
2021-01-09 23:00:00;2021/01/09;2021;1;9;23;5;4.543
2021-01-10 00:00:00;2021/01/10;2021;1;10;0;6;4.816
2021-01-10 01:00:00;2021/01/10;2021;1;10;1;6;4.46
2021-01-10 02:00:00;2021/01/10;2021;1;10;2;6;4.259
2021-01-10 03:00:00;2021/01/10;2021;1;10;3;6;4.2
2021-01-10 04:00:00;2021/01/10;2021;1;10;4;6;4.196
2021-01-10 05:00:00;2021/01/10;2021;1;10;5;6;4.242
2021-01-10 06:00:00;2021/01/10;2021;1;10;6;6;4.22
2021-01-10 07:00:00;2021/01/10;2021;1;10;7;6;4.664
2021-01-10 08:00:00;2021/01/10;2021;1;10;8;6;4.847
2021-01-10 09:00:00;2021/01/10;2021;1;10;9;6;5.054
2021-01-10 10:00:00;2021/01/10;2021;1;10;10;6;5.476
2021-01-10 11:00:00;2021/01/10;2021;1;10;11;6;5.622
2021-01-10 12:00:00;2021/01/10;2021;1;10;12;6;5.55
2021-01-10 13:00:00;2021/01/10;2021;1;10;13;6;5.498
2021-01-10 14:00:00;2021/01/10;2021;1;10;14;6;5.636
2021-01-10 15:00:00;2021/01/10;2021;1;10;15;6;5.787
2021-01-10 16:00:00;2021/01/10;2021;1;10;16;6;6.289
2021-01-10 17:00:00;2021/01/10;2021;1;10;17;6;6.814
2021-01-10 18:00:00;2021/01/10;2021;1;10;18;6;6.614
2021-01-10 19:00:00;2021/01/10;2021;1;10;19;6;6.124
2021-01-10 20:00:00;2021/01/10;2021;1;10;20;6;5.757
2021-01-10 21:00:00;2021/01/10;2021;1;10;21;6;5.517
2021-01-10 22:00:00;2021/01/10;2021;1;10;22;6;4.969
2021-01-10 23:00:00;2021/01/10;2021;1;10;23;6;4.449
2021-01-11 00:00:00;2021/01/11;2021;1;11;0;0;5.034
2021-01-11 01:00:00;2021/01/11;2021;1;11;1;0;4.909
2021-01-11 02:00:00;2021/01/11;2021;1;11;2;0;4.685
2021-01-11 03:00:00;2021/01/11;2021;1;11;3;0;4.393
2021-01-11 04:00:00;2021/01/11;2021;1;11;4;0;4.624
2021-01-11 05:00:00;2021/01/11;2021;1;11;5;0;5.135
2021-01-11 06:00:00;2021/01/11;2021;1;11;6;0;5.305
2021-01-11 07:00:00;2021/01/11;2021;1;11;7;0;6.52
2021-01-11 08:00:00;2021/01/11;2021;1;11;8;0;7.099
2021-01-11 09:00:00;2021/01/11;2021;1;11;9;0;6.256
2021-01-11 10:00:00;2021/01/11;2021;1;11;10;0;6.251
2021-01-11 11:00:00;2021/01/11;2021;1;11;11;0;6.226
2021-01-11 12:00:00;2021/01/11;2021;1;11;12;0;5.715
2021-01-11 13:00:00;2021/01/11;2021;1;11;13;0;5.587
2021-01-11 14:00:00;2021/01/11;2021;1;11;14;0;6.046
2021-01-11 15:00:00;2021/01/11;2021;1;11;15;0;6.231
2021-01-11 16:00:00;2021/01/11;2021;1;11;16;0;5.367
2021-01-11 17:00:00;2021/01/11;2021;1;11;17;0;5.578
2021-01-11 18:00:00;2021/01/11;2021;1;11;18;0;5.323
2021-01-11 19:00:00;2021/01/11;2021;1;11;19;0;4.924
2021-01-11 20:00:00;2021/01/11;2021;1;11;20;0;4.602
2021-01-11 21:00:00;2021/01/11;2021;1;11;21;0;4.246
2021-01-11 22:00:00;2021/01/11;2021;1;11;22;0;4.118
2021-01-11 23:00:00;2021/01/11;2021;1;11;23;0;3.396
2021-01-12 00:00:00;2021/01/12;2021;1;12;0;1;2.409
2021-01-12 01:00:00;2021/01/12;2021;1;12;1;1;1.962
2021-01-12 02:00:00;2021/01/12;2021;1;12;2;1;2.356
2021-01-12 03:00:00;2021/01/12;2021;1;12;3;1;2.993
2021-01-12 04:00:00;2021/01/12;2021;1;12;4;1;3.348
2021-01-12 05:00:00;2021/01/12;2021;1;12;5;1;4.344
2021-01-12 06:00:00;2021/01/12;2021;1;12;6;1;4.977
2021-01-12 07:00:00;2021/01/12;2021;1;12;7;1;6.759
2021-01-12 08:00:00;2021/01/12;2021;1;12;8;1;7.519
2021-01-12 09:00:00;2021/01/12;2021;1;12;9;1;6.815
2021-01-12 10:00:00;2021/01/12;2021;1;12;10;1;7.006
2021-01-12 11:00:00;2021/01/12;2021;1;12;11;1;6.862
2021-01-12 12:00:00;2021/01/12;2021;1;12;12;1;6.212
2021-01-12 13:00:00;2021/01/12;2021;1;12;13;1;5.958
2021-01-12 14:00:00;2021/01/12;2021;1;12;14;1;5.957
2021-01-12 15:00:00;2021/01/12;2021;1;12;15;1;6.449
2021-01-12 16:00:00;2021/01/12;2021;1;12;16;1;7.571
2021-01-12 17:00:00;2021/01/12;2021;1;12;17;1;7.951
2021-01-12 18:00:00;2021/01/12;2021;1;12;18;1;7.49
2021-01-12 19:00:00;2021/01/12;2021;1;12;19;1;6.256
2021-01-12 20:00:00;2021/01/12;2021;1;12;20;1;5.182
2021-01-12 21:00:00;2021/01/12;2021;1;12;21;1;5.048
2021-01-12 22:00:00;2021/01/12;2021;1;12;22;1;4.681
2021-01-12 23:00:00;2021/01/12;2021;1;12;23;1;4.293
2021-01-13 00:00:00;2021/01/13;2021;1;13;0;2;4.096
2021-01-13 01:00:00;2021/01/13;2021;1;13;1;2;4.021
2021-01-13 02:00:00;2021/01/13;2021;1;13;2;2;3.916
2021-01-13 03:00:00;2021/01/13;2021;1;13;3;2;3.824
2021-01-13 04:00:00;2021/01/13;2021;1;13;4;2;3.928
2021-01-13 05:00:00;2021/01/13;2021;1;13;5;2;4.564
2021-01-13 06:00:00;2021/01/13;2021;1;13;6;2;5.192
2021-01-13 07:00:00;2021/01/13;2021;1;13;7;2;6.235
2021-01-13 08:00:00;2021/01/13;2021;1;13;8;2;6.961
2021-01-13 09:00:00;2021/01/13;2021;1;13;9;2;6.454
2021-01-13 10:00:00;2021/01/13;2021;1;13;10;2;7.785
2021-01-13 11:00:00;2021/01/13;2021;1;13;11;2;7.951
2021-01-13 12:00:00;2021/01/13;2021;1;13;12;2;7.688
2021-01-13 13:00:00;2021/01/13;2021;1;13;13;2;7.948
2021-01-13 14:00:00;2021/01/13;2021;1;13;14;2;7.795
2021-01-13 15:00:00;2021/01/13;2021;1;13;15;2;8.03
2021-01-13 16:00:00;2021/01/13;2021;1;13;16;2;8.49
2021-01-13 17:00:00;2021/01/13;2021;1;13;17;2;8.389
2021-01-13 18:00:00;2021/01/13;2021;1;13;18;2;8.604
2021-01-13 19:00:00;2021/01/13;2021;1;13;19;2;7.182
2021-01-13 20:00:00;2021/01/13;2021;1;13;20;2;6.231
2021-01-13 21:00:00;2021/01/13;2021;1;13;21;2;6.258
2021-01-13 22:00:00;2021/01/13;2021;1;13;22;2;5.747
2021-01-13 23:00:00;2021/01/13;2021;1;13;23;2;4.716
2021-01-14 00:00:00;2021/01/14;2021;1;14;0;3;5.476
2021-01-14 01:00:00;2021/01/14;2021;1;14;1;3;5.477
2021-01-14 02:00:00;2021/01/14;2021;1;14;2;3;4.586
2021-01-14 03:00:00;2021/01/14;2021;1;14;3;3;4.891
2021-01-14 04:00:00;2021/01/14;2021;1;14;4;3;5.688
2021-01-14 05:00:00;2021/01/14;2021;1;14;5;3;9.925
2021-01-14 06:00:00;2021/01/14;2021;1;14;6;3;10.213
2021-01-14 07:00:00;2021/01/14;2021;1;14;7;3;15.082
2021-01-14 08:00:00;2021/01/14;2021;1;14;8;3;11.284
2021-01-14 09:00:00;2021/01/14;2021;1;14;9;3;11.069
2021-01-14 10:00:00;2021/01/14;2021;1;14;10;3;11.114
2021-01-14 11:00:00;2021/01/14;2021;1;14;11;3;11.29
2021-01-14 12:00:00;2021/01/14;2021;1;14;12;3;11.025
2021-01-14 13:00:00;2021/01/14;2021;1;14;13;3;11.066
2021-01-14 14:00:00;2021/01/14;2021;1;14;14;3;10.669
2021-01-14 15:00:00;2021/01/14;2021;1;14;15;3;12.285
2021-01-14 16:00:00;2021/01/14;2021;1;14;16;3;12.393
2021-01-14 17:00:00;2021/01/14;2021;1;14;17;3;12.789
2021-01-14 18:00:00;2021/01/14;2021;1;14;18;3;11.455
2021-01-14 19:00:00;2021/01/14;2021;1;14;19;3;10.875
2021-01-14 20:00:00;2021/01/14;2021;1;14;20;3;9.248
2021-01-14 21:00:00;2021/01/14;2021;1;14;21;3;7.78
2021-01-14 22:00:00;2021/01/14;2021;1;14;22;3;7.689
2021-01-14 23:00:00;2021/01/14;2021;1;14;23;3;6.894
2021-01-15 00:00:00;2021/01/15;2021;1;15;0;4;6.074
2021-01-15 01:00:00;2021/01/15;2021;1;15;1;4;5.889
2021-01-15 02:00:00;2021/01/15;2021;1;15;2;4;5.731
2021-01-15 03:00:00;2021/01/15;2021;1;15;3;4;5.617
2021-01-15 04:00:00;2021/01/15;2021;1;15;4;4;5.809
2021-01-15 05:00:00;2021/01/15;2021;1;15;5;4;13.63
2021-01-15 06:00:00;2021/01/15;2021;1;15;6;4;13.629
2021-01-15 07:00:00;2021/01/15;2021;1;15;7;4;9.925
2021-01-15 08:00:00;2021/01/15;2021;1;15;8;4;11.983
2021-01-15 09:00:00;2021/01/15;2021;1;15;9;4;12.42
2021-01-15 10:00:00;2021/01/15;2021;1;15;10;4;12.393
2021-01-15 11:00:00;2021/01/15;2021;1;15;11;4;11.05
2021-01-15 12:00:00;2021/01/15;2021;1;15;12;4;10.069
2021-01-15 13:00:00;2021/01/15;2021;1;15;13;4;9.736
2021-01-15 14:00:00;2021/01/15;2021;1;15;14;4;9.801
2021-01-15 15:00:00;2021/01/15;2021;1;15;15;4;9.78
2021-01-15 16:00:00;2021/01/15;2021;1;15;16;4;10.418
2021-01-15 17:00:00;2021/01/15;2021;1;15;17;4;12.338
2021-01-15 18:00:00;2021/01/15;2021;1;15;18;4;12.154
2021-01-15 19:00:00;2021/01/15;2021;1;15;19;4;11.781
2021-01-15 20:00:00;2021/01/15;2021;1;15;20;4;9.573
2021-01-15 21:00:00;2021/01/15;2021;1;15;21;4;8.33
2021-01-15 22:00:00;2021/01/15;2021;1;15;22;4;7.765
2021-01-15 23:00:00;2021/01/15;2021;1;15;23;4;6.659
2021-01-16 00:00:00;2021/01/16;2021;1;16;0;5;6.583
2021-01-16 01:00:00;2021/01/16;2021;1;16;1;5;6.405
2021-01-16 02:00:00;2021/01/16;2021;1;16;2;5;6.185
2021-01-16 03:00:00;2021/01/16;2021;1;16;3;5;6.008
2021-01-16 04:00:00;2021/01/16;2021;1;16;4;5;5.963
2021-01-16 05:00:00;2021/01/16;2021;1;16;5;5;5.871
2021-01-16 06:00:00;2021/01/16;2021;1;16;6;5;5.952
2021-01-16 07:00:00;2021/01/16;2021;1;16;7;5;6.377
2021-01-16 08:00:00;2021/01/16;2021;1;16;8;5;9.751
2021-01-16 09:00:00;2021/01/16;2021;1;16;9;5;9.91
2021-01-16 10:00:00;2021/01/16;2021;1;16;10;5;9.516
2021-01-16 11:00:00;2021/01/16;2021;1;16;11;5;9.097
2021-01-16 12:00:00;2021/01/16;2021;1;16;12;5;9.1
2021-01-16 13:00:00;2021/01/16;2021;1;16;13;5;10.567
2021-01-16 14:00:00;2021/01/16;2021;1;16;14;5;6.446
2021-01-16 15:00:00;2021/01/16;2021;1;16;15;5;9.09
2021-01-16 16:00:00;2021/01/16;2021;1;16;16;5;10.074
2021-01-16 17:00:00;2021/01/16;2021;1;16;17;5;9.91
2021-01-16 18:00:00;2021/01/16;2021;1;16;18;5;9.102
2021-01-16 19:00:00;2021/01/16;2021;1;16;19;5;7.906
2021-01-16 20:00:00;2021/01/16;2021;1;16;20;5;7.126
2021-01-16 21:00:00;2021/01/16;2021;1;16;21;5;6.57
2021-01-16 22:00:00;2021/01/16;2021;1;16;22;5;6.438
2021-01-16 23:00:00;2021/01/16;2021;1;16;23;5;5.973
2021-01-17 00:00:00;2021/01/17;2021;1;17;0;6;5.765
2021-01-17 01:00:00;2021/01/17;2021;1;17;1;6;5.558
2021-01-17 02:00:00;2021/01/17;2021;1;17;2;6;5.579
2021-01-17 03:00:00;2021/01/17;2021;1;17;3;6;5.578
2021-01-17 04:00:00;2021/01/17;2021;1;17;4;6;5.503
2021-01-17 05:00:00;2021/01/17;2021;1;17;5;6;5.497
2021-01-17 06:00:00;2021/01/17;2021;1;17;6;6;5.622
2021-01-17 07:00:00;2021/01/17;2021;1;17;7;6;5.766
2021-01-17 08:00:00;2021/01/17;2021;1;17;8;6;5.88
2021-01-17 09:00:00;2021/01/17;2021;1;17;9;6;6.34
2021-01-17 10:00:00;2021/01/17;2021;1;17;10;6;6.789
2021-01-17 11:00:00;2021/01/17;2021;1;17;11;6;7.202
2021-01-17 12:00:00;2021/01/17;2021;1;17;12;6;6.768
2021-01-17 13:00:00;2021/01/17;2021;1;17;13;6;6.55
2021-01-17 14:00:00;2021/01/17;2021;1;17;14;6;6.194
